"","Country Code","Short Name","pscore_mean","P_mort_2020","P_mort_2021"
"3564","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3565","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3566","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3567","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3568","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3569","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3570","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3571","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3572","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3573","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3574","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3575","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3576","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3577","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3578","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3579","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3580","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3581","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3582","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3583","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3584","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3585","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3586","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3587","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3588","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3589","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3590","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3591","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3592","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3593","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3594","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3595","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3596","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3597","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3598","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3599","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3600","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3601","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3602","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3603","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3604","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3605","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3606","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3607","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3608","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3609","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3610","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3611","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3612","RUS","Russia",30.5,20.8733048886015,40.3456547813761
"3613","RWA","Rwanda",4.1,-0.568628357449956,8.80195226111493
"3614","RWA","Rwanda",4.1,-0.568628357449956,8.80195226111493
"3615","RWA","Rwanda",4.1,-0.568628357449956,8.80195226111493
"3616","RWA","Rwanda",4.1,-0.568628357449956,8.80195226111493
"3617","RWA","Rwanda",4.1,-0.568628357449956,8.80195226111493
"3618","RWA","Rwanda",4.1,-0.568628357449956,8.80195226111493
"3619","RWA","Rwanda",4.1,-0.568628357449956,8.80195226111493
"3620","RWA","Rwanda",4.1,-0.568628357449956,8.80195226111493
"3621","RWA","Rwanda",4.1,-0.568628357449956,8.80195226111493
"3622","RWA","Rwanda",4.1,-0.568628357449956,8.80195226111493
"3623","RWA","Rwanda",4.1,-0.568628357449956,8.80195226111493
"3624","RWA","Rwanda",4.1,-0.568628357449956,8.80195226111493
"3625","RWA","Rwanda",4.1,-0.568628357449956,8.80195226111493
"3626","RWA","Rwanda",4.1,-0.568628357449956,8.80195226111493
"3627","RWA","Rwanda",4.1,-0.568628357449956,8.80195226111493
"3628","RWA","Rwanda",4.1,-0.568628357449956,8.80195226111493
"3629","RWA","Rwanda",4.1,-0.568628357449956,8.80195226111493
"3630","RWA","Rwanda",4.1,-0.568628357449956,8.80195226111493
